"number","project","owner","reviewer","date","message"
"137071","platform/frameworks/base","Seunghyun Lee","Deckard Autoverifier","2015-03-02 13:45:31.033000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): romainguy@android.com, hackbod@android.com

Everything merges and builds.  Congratulations!"
"137071","platform/frameworks/base","Seunghyun Lee","Seunghyun Lee","2015-05-21 23:29:59.224000000","Patch Set 2:

Please ask your review."
"137071","platform/frameworks/base","Seunghyun Lee","Alan Viverette","2015-06-18 00:21:35.179000000","Patch Set 2:

(4 comments)"
"137071","platform/frameworks/base","Seunghyun Lee","Wale Ogunwale","2015-06-19 14:57:21.512000000","Patch Set 2:

(4 comments)

PTAL!"
"137071","platform/frameworks/base","Seunghyun Lee","Wale Ogunwale","2015-06-19 20:34:42.941000000","Patch Set 3: Code-Review+2 Verified+1"
"138431","platform/system/vold","Nick Kralevich","JP Abgrall","2015-03-05 20:53:58.170000000","Patch Set 1: Code-Review+2"
"138431","platform/system/vold","Nick Kralevich","Nick Kralevich","2015-03-05 20:57:52.936000000","Patch Set 1: Code-Review+2 Verified+1"
"138767","platform/packages/apps/Settings","Johan Redestig","Johan Redestig","2015-03-07 18:20:14.231000000","Patch Set 2: Published edit on patch set 1"
"138767","platform/packages/apps/Settings","Johan Redestig","Deckard Autoverifier","2015-03-11 13:44:25.479000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): yamasani@google.com

Everything merges and builds.  Congratulations!"
"138767","platform/packages/apps/Settings","Johan Redestig","Johan Redestig","2015-03-19 07:15:35.915000000","Patch Set 3: Published edit on patch set 2"
"138767","platform/packages/apps/Settings","Johan Redestig","Deckard Autoverifier","2015-03-21 07:42:40.090000000","Patch Set 3: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): yamasani@google.com

Everything merges and builds.  Congratulations!"
"138767","platform/packages/apps/Settings","Johan Redestig","Deckard Autoverifier","2015-04-10 08:21:52.681000000","Patch Set 4: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): yamasani@google.com

Everything merges and builds.  Congratulations!"
"138767","platform/packages/apps/Settings","Johan Redestig","Jason Monk","2015-06-02 18:50:23.767000000","Patch Set 4: Code-Review+2"
"139010","platform/bionic","Dan Albert","Elliott Hughes","2015-03-07 01:29:16.555000000","Patch Set 1: Code-Review+2

(5 comments)

i'm very confused about where any of this should go, courtesy of it not being defined by POSIX."
"139010","platform/bionic","Dan Albert","Deckard Autoverifier","2015-03-20 03:42:57.896000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): enh@google.com

Everything merges and builds.  Congratulations!"
"139010","platform/bionic","Dan Albert","Elliott Hughes","2015-06-15 21:34:24.058000000","Uploaded patch set 3: Commit message was updated."
"139010","platform/bionic","Dan Albert","Bionic Buildbot","2015-06-15 21:53:17.016000000","Patch Set 2: Verified+1

bionic-presubmit #1602 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1602/"
"139010","platform/bionic","Dan Albert","Bionic Buildbot","2015-06-15 22:08:41.922000000","Patch Set 3: Verified+1

bionic-presubmit #1603 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/1603/"
"139010","platform/bionic","Dan Albert","Dan Albert","2015-06-15 22:13:23.538000000","Patch Set 3: Code-Review+2

(1 comment)"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-18 23:28:58.774000000","Patch Set 1: Code-Review+1 Verified+1

Elliott any problem with playing cache games? Remember, in liblog we do not have permissions to set properties :-(

I do not think cache will save us much in the general case, but once systems resort to setting/clearing the log.tag property in init in the name of a sped-up boot, the cache will help."
"142808","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-03-18 23:31:02.374000000","Patch Set 1:

there's too much copy & paste code here for me to see what's going on."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-19 00:14:37.842000000","Patch Set 1:

This is a quick inlined prototype, needed to know if this is acceptable before I start optimization. Fragment (+/- depending on hierarchy) is:

        static const prop_info*runtime_pinfo;
        static uint32_t runtime_serial = -1;
        static char tag_runtime_c;

        if (!runtime_pinfo) {
            runtime_pinfo = __system_property_find(runtime_key);
        }
        if (runtime_pinfo) {
            serial = __system_property_serial(runtime_pinfo);
            if (serial != runtime_serial) {
                runtime_serial = serial;
                __system_property_read(runtime_pinfo, 0, buf);
                tag_runtime_c = buf[0];
            }
        }"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-23 20:06:52.312000000","Patch Set 2: Code-Review+1 Verified+1"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-22 19:55:30.242000000","Uploaded patch set 3: Patch Set 2 was rebased."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-22 19:56:06.688000000","Patch Set 3: Code-Review+1 Verified+1"
"142808","platform/system/core","Mark Salyzyn","Colin Cross","2015-04-23 21:24:53.985000000","Patch Set 3:

(6 comments)

Have you benchmarked the performance difference of attempting to read 4 non-existant properties for every log message?"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-23 22:23:42.522000000","Patch Set 3:

(4 comments)

Thanks for the review, I have a benchmark, but I did not _this_ code out as I actually expect it to be roughly the same speed if nothing is set as compared to using the public interface. The goal was to improve speed _if_ we can when _something_ is set.

Your suggestion to get the global sequence made available will address _all_ the performance concerns. This will require bionic changes prior to doing this.

I may have to consider taking this out of the dependency chain for the related change for 'logd: filter...'; for this I will rerun the benchmark for the impact of _two_ unset properties and determine if I consider it negligible from the logd performance perspective."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 15:42:49.289000000","Uploaded patch set 4: Patch Set 3 was rebased."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 15:52:46.313000000","Patch Set 4:

Overhead for four cache-misses and value not-set is 1154ns (about a syscall) on a N9. For a set value, this drops to 73ns (wohooo).

For now, consider this code a prototype until the following are addressed:

Todo:
- add a mechanism in bionic to acquire the internal global sequence counter. Then add using it here.
- make this code threadsafe (either as _one_ cache-set, or as a per-thread cache-set).
- address PS3 concerns"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 16:45:36.587000000","Patch Set 3:

(2 comments)"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 21:26:17.471000000","Patch Set 5: Verified+1

(1 comment)

I _forgot_ one of Colin's concerns, will wait for other concerns before respinning since the concern will be addressed by comments and not code."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 21:27:18.099000000","Patch Set 5:

This CL is also blocked by https://android-review.googlesource.com/#/c/148116 's acceptance."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-28 22:30:43.390000000","Patch Set 5: Code-Review+1

c/148116 has cleared"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-07 18:01:57.132000000","Uploaded patch set 6: Patch Set 5 was rebased."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-07 18:03:08.950000000","Patch Set 6: Code-Review+1 Verified+1"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-12 22:58:43.041000000","Uploaded patch set 7: Patch Set 6 was rebased."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-12 23:02:06.833000000","Patch Set 7: Code-Review+1 Verified+1"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 17:55:41.666000000","Uploaded patch set 8: Patch Set 7 was rebased."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 17:57:57.317000000","Patch Set 8: Code-Review+1 Verified+1"
"142808","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 03:37:13.036000000","Patch Set 8:

(3 comments)

Some issues with the tag string manipulations. A few off-by-1s. Does this actually work?"
"142808","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-12 03:59:51.210000000","Patch Set 8:

it's really easy to write native unit tests. example makefile:

https://cs.corp.google.com/#android/system/core/base/Android.mk&sq=package:%5Eandroid$

example tests:

https://cs.corp.google.com/#android/system/core/base/strings_test.cpp&sq=package:%5Eandroid$"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 14:24:52.061000000","Patch Set 8:

(2 comments)

The liblog unit tests are in .../liblog/tests/. I make it a habit to push any additional unit tests after the main code has released; we already pushed the benchmark as part of the original release of log_is_loggable.c as that was what prompted making this caching code (results reported in PS4)."
"142808","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 14:48:57.074000000","Patch Set 8: Code-Review+1

Yes, duh. My brain turned the sizeof behavior into strlen behavior."
"142808","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-12 15:05:37.052000000","Patch Set 8:

> The liblog unit tests are in .../liblog/tests/. I make it a habit
 > to push any additional unit tests after the main code has released;

...which is why you're here arguing about whether unit-testable string handling code is correct or not --- there are no tests in this change."
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 17:42:25.444000000","Patch Set 9: Code-Review+1 Verified+1

(1 comment)

Tidy up liblog gTest backlog to appease the review gohds, included it here. On a lark added one more series of test cases to liblog.is_loggable by setting an illegal value into the property and found a bug in the handling for global, so fixed in log_is_loggable.c :-)"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 17:59:57.973000000","Patch Set 9:

Keep in mind there is also a benchmark test already committed."
"142808","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 22:52:55.018000000","Patch Set 9: Code-Review+1"
"142808","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 14:32:12.670000000","Patch Set 9: Code-Review+2"
"143068","platform/frameworks/av","Marco Nelissen","Rachad Alao","2015-03-20 17:59:06.264000000","Patch Set 1: Code-Review+1"
"143068","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-03-20 19:11:04.045000000","Patch Set 1: Code-Review+2 Verified+1"
"143215","platform/frameworks/av","Dan Stoza","Deckard Autoverifier","2015-03-22 01:15:19.625000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"143215","platform/frameworks/av","Dan Stoza","Dan Stoza","2015-04-01 18:16:50.768000000","Uploaded patch set 2: Patch Set 1 was rebased."
"143215","platform/frameworks/av","Dan Stoza","Dan Stoza","2015-04-01 18:17:19.179000000","Patch Set 2: Code-Review+2 Verified+1"
"143216","platform/frameworks/av","Dan Stoza","Deckard Autoverifier","2015-03-22 00:22:38.492000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset does not merge in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Reviewers, only accept this change if you know that you will be able to merge
and build in the internal tree.  If you verify +1, Deckard will remove the
verify -1 shortly thereafter.)"
"143216","platform/frameworks/av","Dan Stoza","Dan Stoza","2015-04-01 18:16:50.768000000","Uploaded patch set 2: Patch Set 1 was rebased."
"143216","platform/frameworks/av","Dan Stoza","Dan Stoza","2015-04-01 18:23:27.146000000","Patch Set 2: Code-Review+2 Verified+1"
"143561","platform/frameworks/base","Tingna Sung","Deckard Autoverifier","2015-03-25 13:56:05.746000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): romainguy@android.com, hackbod@android.com

Everything merges and builds.  Congratulations!"
